"model","AgeDecade","DirectChol","pred_BMI"
"group"," 20-29",1.77235294117647,26.2112554471415
"group"," 20-29",1.78294117647059,26.1377231291595
"group"," 20-29",1.79352941176471,26.0641908111775
"group"," 20-29",1.80411764705882,25.9906584931955
"group"," 20-29",1.81470588235294,25.9171261752135
"group"," 20-29",1.82529411764706,25.8435938572315
"group"," 20-29",1.83588235294118,25.7700615392495
"group"," 20-29",1.84647058823529,25.6965292212675
"group"," 20-29",1.85705882352941,25.6229969032855
"group"," 20-29",1.86764705882353,25.5494645853035
"group"," 20-29",1.87823529411765,25.4759322673215
"group"," 20-29",1.88882352941176,25.4023999493395
"group"," 20-29",1.89941176470588,25.3288676313575
"group"," 20-29",1.91,25.2553353133755
"group"," 20-29",1.92058823529412,25.1818029953935
"group"," 20-29",1.93117647058823,25.1082706774114
"group"," 20-29",1.94176470588235,25.0347383594294
"group"," 20-29",1.95235294117647,24.9612060414474
"group"," 20-29",1.96294117647059,24.8876737234654
"group"," 20-29",1.97352941176471,24.8141414054834
"group"," 20-29",1.98411764705882,24.7406090875014
"group"," 20-29",1.99470588235294,24.6670767695194
"group"," 20-29",2.00529411764706,24.5935444515374
"group"," 20-29",2.01588235294118,24.5200121335554
"group"," 20-29",2.02647058823529,24.4464798155734
"group"," 20-29",2.03705882352941,24.3729474975914
"group"," 20-29",2.04764705882353,24.2994151796094
"group"," 20-29",2.05823529411765,24.2258828616274
"group"," 20-29",2.06882352941176,24.1523505436454
"group"," 20-29",2.07941176470588,24.0788182256634
"group"," 20-29",2.09,24.0052859076813
"group"," 30-39",0.83,33.2133902191397
"group"," 30-39",0.840588235294118,33.1454429900543
"group"," 30-39",0.851176470588235,33.077495760969
"group"," 30-39",0.861764705882353,33.0095485318836
"group"," 30-39",0.872352941176471,32.9416013027982
"group"," 30-39",0.882941176470588,32.8736540737129
"group"," 30-39",0.893529411764706,32.8057068446275
"group"," 30-39",0.904117647058823,32.7377596155421
"group"," 30-39",0.914705882352941,32.6698123864568
"group"," 30-39",0.925294117647059,32.6018651573714
"group"," 30-39",0.935882352941176,32.5339179282861
"group"," 30-39",0.946470588235294,32.4659706992007
"group"," 30-39",0.957058823529412,32.3980234701153
"group"," 30-39",0.967647058823529,32.33007624103
"group"," 30-39",0.978235294117647,32.2621290119446
"group"," 30-39",0.988823529411765,32.1941817828592
"group"," 30-39",0.999411764705882,32.1262345537739
"group"," 30-39",1.01,32.0582873246885
"group"," 30-39",1.02058823529412,31.9903400956032
"group"," 30-39",1.03117647058824,31.9223928665178
"group"," 30-39",1.04176470588235,31.8544456374324
"group"," 30-39",1.05235294117647,31.7864984083471
"group"," 30-39",1.06294117647059,31.7185511792617
"group"," 30-39",1.07352941176471,31.6506039501763
"group"," 30-39",1.08411764705882,31.582656721091
"group"," 30-39",1.09470588235294,31.5147094920056
"group"," 30-39",1.10529411764706,31.4467622629203
"group"," 30-39",1.11588235294118,31.3788150338349
"group"," 30-39",1.12647058823529,31.3108678047495
"group"," 30-39",1.13705882352941,31.2429205756642
"group"," 30-39",1.14764705882353,31.1749733465788
"group"," 30-39",1.15823529411765,31.1070261174934
"group"," 30-39",1.16882352941176,31.0390788884081
"group"," 30-39",1.17941176470588,30.9711316593227
"group"," 30-39",1.19,30.9031844302374
"group"," 30-39",1.20058823529412,30.835237201152
"group"," 30-39",1.21117647058824,30.7672899720666
"group"," 30-39",1.22176470588235,30.6993427429813
"group"," 30-39",1.23235294117647,30.6313955138959
"group"," 30-39",1.24294117647059,30.5634482848105
"group"," 30-39",1.25352941176471,30.4955010557252
"group"," 30-39",1.26411764705882,30.4275538266398
"group"," 30-39",1.27470588235294,30.3596065975545
"group"," 30-39",1.28529411764706,30.2916593684691
"group"," 30-39",1.29588235294118,30.2237121393837
"group"," 30-39",1.30647058823529,30.1557649102984
"group"," 30-39",1.31705882352941,30.087817681213
"group"," 30-39",1.32764705882353,30.0198704521276
"group"," 30-39",1.33823529411765,29.9519232230423
"group"," 30-39",1.34882352941176,29.8839759939569
"group"," 30-39",1.35941176470588,29.8160287648716
"group"," 30-39",1.37,29.7480815357862
"group"," 30-39",1.38058823529412,29.6801343067008
"group"," 30-39",1.39117647058824,29.6121870776155
"group"," 30-39",1.40176470588235,29.5442398485301
"group"," 30-39",1.41235294117647,29.4762926194447
"group"," 30-39",1.42294117647059,29.4083453903594
"group"," 30-39",1.43352941176471,29.340398161274
"group"," 30-39",1.44411764705882,29.2724509321887
"group"," 30-39",1.45470588235294,29.2045037031033
"group"," 30-39",1.46529411764706,29.1365564740179
"group"," 30-39",1.47588235294118,29.0686092449326
"group"," 30-39",1.48647058823529,29.0006620158472
"group"," 30-39",1.49705882352941,28.9327147867618
"group"," 30-39",1.50764705882353,28.8647675576765
"group"," 30-39",1.51823529411765,28.7968203285911
"group"," 30-39",1.52882352941176,28.7288730995058
"group"," 30-39",1.53941176470588,28.6609258704204
"group"," 30-39",1.55,28.592978641335
"group"," 30-39",1.56058823529412,28.5250314122497
"group"," 30-39",1.57117647058823,28.4570841831643
"group"," 30-39",1.58176470588235,28.3891369540789
"group"," 30-39",1.59235294117647,28.3211897249936
